"","V1","V2","V3","category","expenditure","income"
"4762","317131","1","1",14,251,520.202
"4763","317131","2","1",3,75,520.202
"4764","317131","2","1",4,15.62,520.202
"4765","317131","2","1",6,52.5,520.202
"4766","317131","2","1",7,31.09,520.202
"4767","317131","2","1",9,6.94,520.202
"4768","317131","2","1",12,7.3,520.202
"4769","317131","2","1",13,5.5,520.202
"4770","317131","2","1",14,1.5,520.202
"4771","317151","1","1",3,22.01,82.8
"4772","317151","1","1",4,2.99,82.8
"4773","317151","1","1",5,3.82,82.8
"4774","317151","1","1",6,13.98,82.8
"4775","317151","1","1",7,5.58,82.8
"4776","317151","1","1",9,3.49,82.8
"4777","317151","1","1",14,7.3,82.8
"4778","317151","3","1",12,4.01,82.8
"4779","317161","1","1",1,2.99,119.13
"4780","317161","1","1",3,27.46,119.13
"4781","317161","1","1",7,73.44,119.13
"4782","317161","1","1",8,1.5,119.13
"4783","317161","1","1",9,59.24,119.13
"4784","317161","1","1",11,9.2,119.13
"4785","317161","1","1",12,0.42,119.13
"4786","318011","1","1",1,1.99,115.335
"4787","318011","1","1",3,23.3,115.335
"4788","318011","1","1",7,0.89,115.335
"4789","318011","1","1",9,4,115.335
"4790","318011","1","1",12,1.33,115.335
"4791","318031","1","1",3,17.09,482.047
"4792","318031","1","1",4,47.3,482.047
"4793","318031","1","1",7,6.99,482.047
"4794","318031","1","1",12,1.3,482.047
"4795","318031","1","1",13,15.08,482.047
"4796","318031","2","1",3,36.59,482.047
"4797","318031","2","1",6,20.7,482.047
"4798","318031","2","1",7,9.84,482.047
"4799","318031","2","1",9,1.2,482.047
"4800","318031","2","1",11,1.55,482.047
"4801","318061","1","1",3,31.99,306.609
"4802","318061","1","1",4,3.49,306.609
"4803","318061","1","1",7,5.28,306.609
"4804","318061","1","1",8,5,306.609
"4805","318061","1","1",10,26.35,306.609
"4806","318061","1","1",12,5.93,306.609
"4807","318061","1","1",13,46.05,306.609
"4808","318061","1","1",14,2,306.609
"4809","318091","1","1",3,21.82,650.261
"4810","318091","1","1",4,9.99,650.261
"4811","318091","1","1",10,36.6,650.261
"4812","318091","1","1",12,1.35,650.261
"4813","318091","1","1",13,2,650.261
"4814","318091","2","1",1,8.08,650.261
"4815","318091","2","1",3,109.68,650.261
"4816","318091","2","1",6,15.14,650.261
"4817","318091","2","1",7,7.62,650.261
"4818","318091","2","1",8,4.5,650.261
"4819","318091","2","1",9,31.74,650.261
"4820","318091","2","1",10,16.3,650.261
"4821","318091","2","1",12,18.04,650.261
"4822","318091","2","1",13,7.09,650.261
"4823","318091","2","1",14,8,650.261
"4824","318091","3","1",3,3.13,650.261
"4825","318091","3","1",9,1.99,650.261
"4826","318101","1","1",4,19.99,574.242
"4827","318101","1","1",5,33.12,574.242
"4828","318101","2","1",3,31.49,574.242
"4829","318101","2","1",6,129.99,574.242
"4830","318101","2","1",12,7.16,574.242
"4831","318101","2","1",14,20,574.242
"4832","318121","1","1",2,20,107.55
"4833","318121","1","1",3,44.99,107.55
"4834","318121","1","1",4,7.6,107.55
"4835","318121","1","1",7,0.69,107.55
"4836","318121","1","1",10,25,107.55
"4837","318121","1","1",11,2.8,107.55
"4838","318121","1","1",14,10,107.55
"4839","318121","2","1",3,6.75,107.55
"4840","318121","2","1",8,5,107.55
"4841","318131","1","1",1,8,228.86
"4842","318131","1","1",2,26,228.86
"4843","318131","1","1",3,46.83,228.86
"4844","318131","1","1",5,10,228.86
"4845","318131","1","1",6,15,228.86
"4846","318131","1","1",7,12.46,228.86
"4847","318131","1","1",8,7.5,228.86
"4848","318131","1","1",11,3,228.86
"4849","318131","1","1",13,6,228.86
"4850","318131","1","1",14,23,228.86
"4851","318131","2","1",3,4.25,228.86
"4852","318131","2","1",4,13.49,228.86
"4853","318131","2","1",6,6,228.86
"4854","318131","2","1",7,2.18,228.86
"4855","318131","2","1",9,39.47,228.86
"4856","318131","2","1",12,11.87,228.86
"4857","318131","2","1",13,4,228.86
"4858","318131","2","1",14,10,228.86
"4859","318131","3","1",3,13.5,228.86
"4860","318131","3","1",5,2,228.86
"4861","318131","3","1",6,15,228.86
"4862","318131","3","1",9,5.09,228.86
"4863","318131","3","1",11,2.22,228.86
"4864","318131","4","1",3,4.85,228.86
"4865","318131","4","1",7,3,228.86
"4866","318131","4","1",8,5,228.86
"4867","318131","4","1",11,2.22,228.86
"4868","318131","4","1",12,2,228.86
"4869","318141","1","1",3,16.89,113.192
"4870","318141","1","1",5,39.2,113.192
"4871","318141","1","1",12,1.95,113.192
"4872","318161","1","1",3,7.5,169.664
"4873","318161","1","1",4,7.5,169.664
"4874","318161","1","1",10,10,169.664
"4875","318161","1","1",12,1.85,169.664
"4876","318161","1","1",13,8,169.664
"4877","318161","2","1",3,71.47,169.664
"4878","318161","2","1",4,5,169.664
"4879","318161","2","1",5,6.21,169.664
"4880","318161","2","1",6,20.95,169.664
"4881","318161","2","1",7,2.19,169.664
"4882","318161","2","1",8,1.77,169.664
"4883","318161","2","1",12,25.34,169.664
"4884","318161","2","1",13,2.5,169.664
"4885","319031","1","1",3,9.18,470.22
"4886","319031","1","1",8,1.5,470.22
"4887","319031","1","1",10,8,470.22
"4888","319031","1","1",12,2.8,470.22
"4889","319031","2","1",3,42.42,470.22
"4890","319031","2","1",4,10.95,470.22
"4891","319031","2","1",5,14.76,470.22
"4892","319031","2","1",6,1.99,470.22
"4893","319031","2","1",7,16.65,470.22
"4894","319031","2","1",9,12.7,470.22
"4895","319031","2","1",12,3.57,470.22
"4896","319031","2","1",13,17,470.22
"4897","319041","1","1",3,10.05,516.762
"4898","319041","1","1",5,2.7,516.762
"4899","319041","1","1",13,7,516.762
"4900","319041","2","1",3,77.58,516.762
"4901","319041","2","1",4,5.96,516.762
"4902","319041","2","1",7,4.4,516.762
"4903","319041","2","1",8,10,516.762
"4904","319041","2","1",9,21.67,516.762
"4905","319041","2","1",10,15.05,516.762
"4906","319041","2","1",12,4.19,516.762
"4907","319041","2","1",13,3,516.762
"4908","319041","3","1",3,0.8,516.762
"4909","319051","1","1",2,8,93.41
"4910","319051","1","1",3,43.32,93.41
"4911","319051","1","1",7,13.75,93.41
"4912","319051","1","1",8,1.49,93.41
"4913","319051","1","1",9,7.64,93.41
"4914","319051","1","1",10,3,93.41
"4915","319051","1","1",13,8,93.41
"4916","319071","1","1",3,1,369.922
"4917","319071","1","1",4,4,369.922
"4918","319071","1","1",10,15,369.922
"4919","319071","1","1",12,4.99,369.922
"4920","319071","2","1",3,35.61,369.922
"4921","319071","2","1",7,3.53,369.922
"4922","319071","2","1",12,35.5,369.922
"4923","319071","2","1",13,2,369.922
"4924","319071","3","1",3,9.04,369.922
"4925","319071","3","1",10,33,369.922
"4926","319071","3","1",12,14.84,369.922
"4927","319081","1","1",1,17.98,793.362
"4928","319081","1","1",3,94.26,793.362
"4929","319081","1","1",4,28.74,793.362
"4930","319081","1","1",6,54,793.362
"4931","319081","1","1",7,24.71,793.362
"4932","319081","1","1",8,5,793.362
"4933","319081","1","1",9,23.17,793.362
"4934","319081","1","1",11,9.2,793.362
"4935","319081","1","1",12,3.34,793.362
"4936","319081","1","1",13,23.99,793.362
"4937","319081","2","1",3,20.58,793.362
"4938","319081","2","1",5,16,793.362
"4939","319081","2","1",6,7,793.362
"4940","319081","2","1",7,5,793.362
"4941","319081","2","1",11,1.48,793.362
"4942","319081","2","1",12,1.95,793.362
"4943","319081","2","1",14,48,793.362
"4944","319081","3","1",3,2,793.362
"4945","319081","3","1",4,15.49,793.362
"4946","319081","3","1",10,30,793.362
"4947","319081","3","1",12,1.55,793.362
"4948","319081","4","1",3,10.12,793.362
"4949","319081","4","1",8,5,793.362
"4950","319081","4","1",11,27,793.362
"4951","319081","4","1",12,19.1,793.362
"4952","319091","1","1",3,32.52,243.463
"4953","319091","1","1",5,25.86,243.463
"4954","319091","1","1",7,2.67,243.463
"4955","319091","1","1",8,2.35,243.463
"4956","319091","1","1",10,10,243.463
"4957","319091","1","1",12,0.5,243.463
"4958","319091","1","1",13,35.28,243.463
"4959","319101","1","1",2,53.93,104.432
"4960","319101","1","1",3,27.44,104.432
"4961","319101","1","1",4,23.76,104.432
"4962","319101","1","1",11,12.37,104.432
"4963","319101","1","1",13,1,104.432
"4964","319111","1","1",1,27.59,355.135
"4965","319111","1","1",3,16.84,355.135
"4966","319111","1","1",4,1.98,355.135
"4967","319111","1","1",5,21.18,355.135
"4968","319111","1","1",9,0.69,355.135
"4969","319111","1","1",12,6.59,355.135
"4970","319111","1","1",13,6,355.135
"4971","319111","1","1",14,12,355.135
"4972","319111","2","1",3,15.54,355.135
"4973","319111","2","1",4,2.93,355.135
"4974","319111","2","1",8,5,355.135
"4975","319111","2","1",11,6.7,355.135
"4976","319111","2","1",12,2.91,355.135
"4977","319111","2","1",13,2,355.135
"4978","319111","2","1",14,33,355.135
"4979","319111","3","1",3,16.2,355.135
"4980","319111","3","1",8,5,355.135
"4981","319111","3","1",11,7.18,355.135
"4982","319111","3","1",12,4,355.135
"4983","319111","3","1",13,1,355.135
"4984","319111","4","1",3,11.38,355.135
"4985","319111","4","1",8,2.3,355.135
"4986","319111","4","1",9,0.69,355.135
"4987","319111","4","1",11,0.74,355.135
"4988","319111","4","1",13,2.4,355.135
"4989","319121","2","1",3,197.68,718.22
"4990","319121","2","1",4,35.36,718.22
"4991","319121","2","1",6,58.98,718.22
"4992","319121","2","1",7,42.43,718.22
"4993","319121","2","1",8,21.17,718.22
"4994","319121","2","1",9,254.35,718.22
"4995","319121","2","1",10,30.9,718.22
"4996","319121","2","1",11,6.7,718.22
"4997","319121","2","1",12,38.96,718.22
"4998","319121","2","1",13,8,718.22
"4999","319121","2","1",14,22,718.22
"5000","319121","3","1",3,4.8,718.22
"5001","319121","3","1",4,10,718.22
"5002","319121","3","1",6,50,718.22
"5003","319121","3","1",11,6.2,718.22
"5004","319121","3","1",13,6,718.22
"5005","319131","1","1",3,21.39,311.28
"5006","319131","1","1",6,10,311.28
"5007","319131","1","1",7,0.95,311.28
"5008","319131","1","1",12,0.42,311.28
"5009","319131","2","1",3,68.73,311.28
"5010","319131","2","1",6,3,311.28
"5011","319131","2","1",7,4.51,311.28
"5012","319131","2","1",9,6.9,311.28
"5013","319131","2","1",10,24,311.28
"5014","319131","2","1",12,3.69,311.28
"5015","319131","2","1",13,4.2,311.28
"5016","319131","3","1",3,22.22,311.28
"5017","319131","3","1",4,11.5,311.28
"5018","319131","3","1",6,109.71,311.28
"5019","319131","3","1",7,18.3,311.28
"5020","319131","3","1",8,11.99,311.28
"5021","319131","3","1",9,6.05,311.28
"5022","319131","3","1",10,20.95,311.28
"5023","319131","3","1",11,7,311.28
"5024","319131","3","1",12,28.65,311.28
"5025","319131","3","1",13,3,311.28
"5026","319161","1","1",3,1.37,402.887
"5027","319161","1","1",13,1.5,402.887
"5028","319161","2","1",3,20.09,402.887
"5029","319161","2","1",4,4.49,402.887
"5030","319161","2","1",7,5.43,402.887
"5031","319161","2","1",12,0.35,402.887
"5032","319161","2","1",13,3,402.887
"5033","319161","3","1",3,1.1,402.887
"5034","319161","3","1",12,28.97,402.887
"5035","320021","1","1",3,5.67,812.47
"5036","320021","1","1",7,2.58,812.47
"5037","320021","1","1",13,34,812.47
"5038","320021","2","1",3,85.6,812.47
"5039","320021","2","1",4,18,812.47
"5040","320021","2","1",7,10.2,812.47
"5041","320021","2","1",9,10.23,812.47
"5042","320021","2","1",12,5.13,812.47
"5043","320021","2","1",13,2,812.47
"5044","320021","3","1",11,0.95,812.47
"5045","320021","3","1",13,6.5,812.47
"5046","320021","4","1",3,3.62,812.47
"5047","320021","4","1",13,5.65,812.47
"5048","320031","1","1",3,39.81,99.752
"5049","320031","1","1",5,15.2,99.752
"5050","320031","1","1",7,3.33,99.752
"5051","320031","1","1",8,11.17,99.752
"5052","320031","1","1",9,3.97,99.752
"5053","320031","1","1",11,4.2,99.752
"5054","320031","1","1",12,6.15,99.752
"5055","320061","1","1",3,71.59,351.53
"5056","320061","1","1",4,40.98,351.53
"5057","320061","1","1",5,54.83,351.53
"5058","320061","1","1",7,5.84,351.53
"5059","320061","1","1",9,6.63,351.53
"5060","320061","1","1",10,20,351.53
"5061","320061","1","1",11,8,351.53
"5062","320061","1","1",12,2.59,351.53
"5063","320061","1","1",13,8,351.53
"5064","320061","1","1",14,24.3,351.53
"5065","320061","2","1",3,7.73,351.53
"5066","320061","2","1",5,4.01,351.53
"5067","320061","2","1",8,5,351.53
"5068","320061","2","1",12,4.4,351.53
"5069","320091","1","1",3,34.2,661.075
"5070","320091","1","1",6,198,661.075
"5071","320091","1","1",7,3.85,661.075
"5072","320091","1","1",8,41.4,661.075
"5073","320091","1","1",9,13,661.075
"5074","320091","1","1",11,2.88,661.075
"5075","320091","1","1",12,31.49,661.075
"5076","320091","1","1",14,10,661.075
"5077","320101","1","1",3,5.5,186.192
"5078","320101","1","1",6,25,186.192
"5079","320101","1","1",7,6,186.192
"5080","320101","1","1",10,20,186.192
"5081","320101","1","1",12,7.91,186.192
"5082","320101","1","1",13,6,186.192
"5083","320101","1","1",14,1,186.192
"5084","320101","2","1",3,21.5,186.192
"5085","320101","2","1",7,24,186.192
"5086","320101","2","1",9,6,186.192
"5087","320101","2","1",12,0.35,186.192
"5088","320101","2","1",13,5,186.192
"5089","320101","2","1",14,20,186.192
"5090","320101","3","1",3,6.85,186.192
"5091","320101","3","1",6,2.5,186.192
"5092","320101","3","1",9,1,186.192
"5093","320101","3","1",12,1.8,186.192
"5094","320101","4","1",3,8.7,186.192
"5095","320111","1","1",3,32.01,442.135
"5096","320111","1","1",7,17.9,442.135
"5097","320111","1","1",10,25,442.135
"5098","320111","1","1",12,4.25,442.135
"5099","320121","1","1",3,45.61,69.182
"5100","320121","1","1",4,6.93,69.182
"5101","320121","1","1",7,3.45,69.182
"5102","320121","1","1",8,1.95,69.182
"5103","320121","1","1",9,2.88,69.182
"5104","320121","1","1",12,3.65,69.182
"5105","320121","1","1",13,2,69.182
"5106","320121","1","1",14,3,69.182
"5107","320131","1","1",3,37.4,408.041
"5108","320131","1","1",7,4.8,408.041
"5109","320131","1","1",9,7.22,408.041
"5110","320131","1","1",11,8,408.041
"5111","320131","1","1",12,5.8,408.041
"5112","320131","1","1",13,6,408.041
"5113","320141","1","1",3,37.72,461.102
"5114","320141","1","1",4,57.39,461.102
"5115","320141","1","1",6,9.39,461.102
"5116","320141","1","1",7,18.65,461.102
"5117","320141","1","1",8,0.25,461.102
"5118","320141","1","1",12,4.85,461.102
"5119","320141","1","1",13,13,461.102
"5120","320141","1","1",14,4.7,461.102
"5121","320141","2","1",5,38,461.102
"5122","320151","1","1",3,24.97,653.1
"5123","320151","1","1",4,7.77,653.1
"5124","320151","1","1",10,25,653.1
"5125","320151","1","1",12,40.19,653.1
"5126","320151","1","1",13,1,653.1
"5127","320151","2","1",3,60.96,653.1
"5128","320151","2","1",4,3.1,653.1
"5129","320151","2","1",7,8.96,653.1
"5130","320151","2","1",12,8.98,653.1
"5131","320151","2","1",13,14.9,653.1
"5132","320161","1","1",3,33.13,1270.731
"5133","320161","1","1",4,31.29,1270.731
"5134","320161","1","1",6,34.64,1270.731
"5135","320161","1","1",7,23.98,1270.731
"5136","320161","1","1",8,8.98,1270.731
"5137","320161","1","1",9,8,1270.731
"5138","320161","1","1",12,12.1,1270.731
"5139","320161","1","1",13,15,1270.731
"5140","320171","1","1",3,95.27,768.177
"5141","320171","1","1",7,2.64,768.177
"5142","320171","1","1",8,4,768.177
"5143","320171","1","1",9,11.49,768.177
"5144","320171","1","1",10,10,768.177
"5145","320171","1","1",12,0.5,768.177
"5146","320171","1","1",14,100,768.177
"5147","320171","2","1",3,10.37,768.177
"5148","320171","2","1",7,26.95,768.177
"5149","320171","2","1",9,47.25,768.177
"5150","320171","2","1",10,22.04,768.177
"5151","320171","2","1",11,6.6,768.177
"5152","320171","2","1",12,3.8,768.177
"5153","320171","3","1",3,2.39,768.177
"5154","320171","3","1",6,15,768.177
"5155","320171","3","1",10,16.05,768.177
"5156","320171","3","1",14,46.1,768.177
"5157","321041","1","1",3,35.08,124.252
"5158","321041","1","1",4,17.38,124.252
"5159","321041","1","1",7,164.4,124.252
"5160","321041","1","1",8,11.26,124.252
"5161","321041","1","1",9,15,124.252
"5162","321041","1","1",12,2.6,124.252
"5163","321041","1","1",13,2,124.252
"5164","321081","1","1",3,13.39,85.463
"5165","321081","1","1",4,12.24,85.463
"5166","321081","1","1",8,2,85.463
"5167","321081","2","1",3,3.81,85.463
"5168","321081","2","1",12,0.35,85.463
"5169","321141","1","1",5,18.1,750.414
"5170","321141","1","1",7,3.99,750.414
"5171","321141","1","1",10,153.5,750.414
"5172","321141","1","1",12,0.35,750.414
"5173","321141","1","1",13,5,750.414
"5174","321141","2","1",1,1.68,750.414
"5175","321141","2","1",3,33.34,750.414
"5176","321141","2","1",6,11.98,750.414
"5177","321141","2","1",7,21.41,750.414
"5178","321141","2","1",9,1.29,750.414
"5179","321141","2","1",10,85,750.414
"5180","321141","2","1",12,4.9,750.414
"5181","321141","2","1",14,4,750.414
"5182","322011","1","1",3,10.38,176.45
"5183","322011","1","1",4,2,176.45
"5184","322011","1","1",7,6.63,176.45
"5185","322011","1","1",9,30.53,176.45
"5186","322011","1","1",10,10,176.45
"5187","322011","1","1",11,4.45,176.45
"5188","322011","1","1",12,0.6,176.45
"5189","322031","1","1",1,10.97,347.972
"5190","322031","1","1",3,18.76,347.972
"5191","322031","1","1",7,2.58,347.972
"5192","322031","1","1",10,3.38,347.972
"5193","322031","1","1",12,4.15,347.972
"5194","322031","2","1",3,79.23,347.972
"5195","322031","2","1",6,2.99,347.972
"5196","322031","2","1",7,0.91,347.972
"5197","322031","2","1",9,6.54,347.972
"5198","322031","2","1",13,12,347.972
"5199","322031","3","1",3,21.76,347.972
"5200","322031","3","1",6,30,347.972
"5201","322031","3","1",9,12.99,347.972
"5202","322031","3","1",11,9,347.972
"5203","322031","3","1",12,51.47,347.972
"5204","322031","3","1",13,3.5,347.972
"5205","322031","4","1",3,2.53,347.972
"5206","322031","4","1",7,0.74,347.972
"5207","322031","4","1",9,12.5,347.972
"5208","322031","4","1",11,3.6,347.972
"5209","322031","4","1",12,6.75,347.972
"5210","322041","1","1",9,1.29,190.404
"5211","322041","1","1",10,10,190.404
"5212","322041","1","1",12,2.72,190.404
"5213","322041","1","1",13,1,190.404
"5214","322041","2","1",2,24.43,190.404
"5215","322041","2","1",3,22.76,190.404
"5216","322041","2","1",5,31.23,190.404
"5217","322041","2","1",6,2.99,190.404
"5218","322041","2","1",8,20,190.404
"5219","322041","2","1",9,0.89,190.404
"5220","322041","2","1",12,0.7,190.404
"5221","322041","2","1",13,0.5,190.404
"5222","322051","1","1",3,46.12,312.1
"5223","322051","1","1",5,16.25,312.1
"5224","322051","1","1",7,20.76,312.1
"5225","322051","1","1",9,1.79,312.1
"5226","322051","1","1",11,5.2,312.1
"5227","322051","1","1",12,1.4,312.1
"5228","322061","1","1",3,4.05,450.26
"5229","322061","1","1",4,3.15,450.26
"5230","322061","1","1",10,25,450.26
"5231","322061","1","1",12,3,450.26
"5232","322061","1","1",13,30.5,450.26
"5233","322061","2","1",3,57.31,450.26
"5234","322061","2","1",4,1.55,450.26
"5235","322061","2","1",6,12,450.26
"5236","322061","2","1",7,0.65,450.26
"5237","322061","2","1",8,54,450.26
"5238","322061","2","1",9,9.64,450.26
"5239","322061","2","1",12,9,450.26
"5240","322061","2","1",13,2,450.26
"5241","322071","2","1",3,45.67,452.397
"5242","322071","2","1",7,5.09,452.397
"5243","322071","2","1",9,1.54,452.397
"5244","322071","2","1",12,1.59,452.397
"5245","322071","2","1",13,7,452.397
"5246","322071","3","1",3,5.49,452.397
"5247","322071","4","1",3,10.1,452.397
"5248","322071","4","1",10,14,452.397
"5249","322071","4","1",11,3.4,452.397
"5250","322071","4","1",13,3.5,452.397
"5251","322071","5","1",3,4.74,452.397
"5252","322071","5","1",7,23.99,452.397
"5253","322071","6","1",3,2.18,452.397
"5254","322071","6","1",9,9.99,452.397
"5255","322071","6","1",12,29.98,452.397
"5256","322071","7","1",3,1.5,452.397
"5257","322071","7","1",9,19.99,452.397
"5258","322071","7","1",12,13.99,452.397
"5259","322091","1","1",3,38.64,611.187
"5260","322091","1","1",7,6.74,611.187
"5261","322091","1","1",9,2.78,611.187
"5262","322091","1","1",10,21.14,611.187
"5263","322091","1","1",13,7,611.187
"5264","322101","1","1",3,10.5,891.143
"5265","322101","1","1",4,47,891.143
"5266","322101","1","1",10,40,891.143
"5267","322101","1","1",11,3.5,891.143
"5268","322101","1","1",12,6.54,891.143
"5269","322101","1","1",13,97.5,891.143
"5270","322101","1","1",14,5.5,891.143
"5271","322101","2","1",3,129.55,891.143
"5272","322101","2","1",4,52.84,891.143
"5273","322101","2","1",7,11.02,891.143
"5274","322101","2","1",9,58.56,891.143
"5275","322101","2","1",10,19.5,891.143
"5276","322101","2","1",11,31,891.143
"5277","322101","2","1",12,0.75,891.143
"5278","322101","2","1",13,9.4,891.143
"5279","322111","1","1",3,52.79,497.936
"5280","322111","1","1",4,17.02,497.936
"5281","322111","1","1",5,10.43,497.936
"5282","322111","1","1",7,10.56,497.936
"5283","322111","1","1",9,11.99,497.936
"5284","322111","1","1",10,10.02,497.936
"5285","322111","1","1",12,1.49,497.936
"5286","322111","2","1",3,56.19,497.936
"5287","322111","2","1",4,5.47,497.936
"5288","322111","2","1",5,2.09,497.936
"5289","322111","2","1",6,30.98,497.936
"5290","322111","2","1",7,9.46,497.936
"5291","322111","2","1",9,1.99,497.936
"5292","322111","2","1",10,10,497.936
"5293","322111","2","1",12,20.99,497.936
"5294","322111","2","1",13,4.5,497.936
"5295","322121","2","1",3,21.72,65
"5296","322121","2","1",4,9.99,65
"5297","322121","2","1",9,2.53,65
"5298","322131","1","1",3,39.89,236.87
"5299","322131","1","1",7,2.99,236.87
"5300","322131","1","1",9,8.44,236.87
"5301","322131","1","1",10,10,236.87
"5302","322131","1","1",12,2.87,236.87
"5303","322131","1","1",13,157,236.87
"5304","322131","1","1",14,5,236.87
"5305","322141","1","1",13,16.89,299.894
"5306","322141","2","1",1,3.1,299.894
"5307","322141","2","1",3,96.29,299.894
"5308","322141","2","1",6,25,299.894
"5309","322141","2","1",7,13.23,299.894
"5310","322141","2","1",9,2.09,299.894
"5311","322141","2","1",12,6,299.894
"5312","322141","2","1",13,24,299.894
"5313","322141","2","1",14,10,299.894
"5314","322161","1","1",1,4512.69,509.175
"5315","322161","1","1",3,28.95,509.175
"5316","322161","1","1",4,4,509.175
"5317","322161","1","1",7,254.85,509.175
"5318","322161","1","1",8,3,509.175
"5319","322161","1","1",11,1.55,509.175
"5320","322161","1","1",13,11.75,509.175
"5321","322161","2","1",3,64.69,509.175
"5322","322161","2","1",4,10.99,509.175
"5323","322161","2","1",7,14.97,509.175
"5324","322161","2","1",9,8.57,509.175
"5325","322161","2","1",11,3.5,509.175
"5326","322161","2","1",12,5.3,509.175
"5327","322161","2","1",13,4,509.175
"5328","322171","1","1",3,15.38,808.82
"5329","322171","1","1",4,56.4,808.82
"5330","322171","1","1",9,3.79,808.82
"5331","322171","1","1",10,38,808.82
"5332","322171","1","1",12,2,808.82
"5333","322171","1","1",13,22.6,808.82
"5334","322171","2","1",3,43,808.82
"5335","322171","2","1",4,5.88,808.82
"5336","322171","2","1",6,13.98,808.82
"5337","322171","2","1",7,10.08,808.82
"5338","322171","2","1",8,15,808.82
"5339","322171","2","1",9,10.84,808.82
"5340","322171","2","1",12,2.56,808.82
"5341","322171","2","1",13,7,808.82
"5342","322171","2","1",14,19.59,808.82
"5343","322171","3","1",3,0.6,808.82
"5344","323021","1","1",1,23.6,664.358
"5345","323021","1","1",3,39.81,664.358
"5346","323021","1","1",4,61.79,664.358
"5347","323021","1","1",7,1.5,664.358
"5348","323021","1","1",9,8.73,664.358
"5349","323021","1","1",10,33.16,664.358
"5350","323021","1","1",12,5.95,664.358
"5351","323021","1","1",13,5.6,664.358
"5352","323031","1","1",3,14.69,108.365
"5353","323031","1","1",6,8.98,108.365
"5354","323031","1","1",7,4.77,108.365
"5355","323031","1","1",12,2.45,108.365
"5356","323031","1","1",13,3,108.365
"5357","323041","1","1",3,38.97,1020.173
"5358","323041","1","1",4,28.5,1020.173
"5359","323041","1","1",8,2.7,1020.173
"5360","323041","1","1",10,136,1020.173
"5361","323041","1","1",11,3,1020.173
"5362","323041","1","1",12,2.6,1020.173
"5363","323041","1","1",13,28,1020.173
"5364","323041","2","1",3,37.3,1020.173
"5365","323041","2","1",4,11.6,1020.173
"5366","323041","2","1",6,54.5,1020.173
"5367","323041","2","1",8,3.86,1020.173
"5368","323041","2","1",9,126.75,1020.173
"5369","323041","2","1",10,3.5,1020.173
"5370","323041","2","1",11,24,1020.173
"5371","323041","2","1",12,41.27,1020.173
"5372","323041","2","1",13,45.79,1020.173
"5373","323071","1","1",1,8.88,946.082
"5374","323071","1","1",3,11.28,946.082
"5375","323071","1","1",4,24.55,946.082
"5376","323071","1","1",5,1.06,946.082
"5377","323071","1","1",10,25.57,946.082
"5378","323071","2","1",3,35.53,946.082
"5379","323071","2","1",4,9.33,946.082
"5380","323071","2","1",6,3.5,946.082
"5381","323071","2","1",7,7.77,946.082
"5382","323071","2","1",10,30.61,946.082
"5383","323071","2","1",11,2.85,946.082
"5384","323071","2","1",12,10.08,946.082
"5385","323071","2","1",13,2.5,946.082
"5386","323071","3","1",3,37.85,946.082
"5387","323071","3","1",4,24.99,946.082
"5388","323071","3","1",5,17.01,946.082
"5389","323071","3","1",7,2.38,946.082
"5390","323071","3","1",9,4.78,946.082
"5391","323071","3","1",10,14.67,946.082
"5392","323071","3","1",11,8.1,946.082
"5393","323111","1","1",1,21,691.6
"5394","323111","1","1",3,15.1,691.6
"5395","323111","1","1",11,1.7,691.6
"5396","323111","1","1",12,3.52,691.6
"5397","323111","1","1",13,14,691.6
"5398","323111","2","1",3,64.21,691.6
"5399","323111","2","1",4,3,691.6
"5400","323111","2","1",6,2.99,691.6
"5401","323111","2","1",7,24.44,691.6
"5402","323111","2","1",9,5.69,691.6
"5403","323111","2","1",12,0.65,691.6
"5404","323141","1","1",3,11.9,445.09
"5405","323141","1","1",4,15.26,445.09
"5406","323141","1","1",5,29.14,445.09
"5407","323141","1","1",7,2.29,445.09
"5408","323141","1","1",9,8.8,445.09
"5409","323141","1","1",11,4.4,445.09
"5410","323141","1","1",12,0.79,445.09
"5411","323141","1","1",13,2,445.09
"5412","323141","1","1",14,14.21,445.09
"5413","323141","2","1",3,36.34,445.09
"5414","323141","2","1",4,17.5,445.09
"5415","323141","2","1",5,20.85,445.09
"5416","323141","2","1",7,6.5,445.09
"5417","323141","2","1",10,10,445.09
"5418","323141","2","1",13,1,445.09
"5419","323141","3","1",3,7.48,445.09
"5420","323141","3","1",6,7.5,445.09
"5421","323141","3","1",12,1.9,445.09
"5422","323141","3","1",13,3,445.09
"5423","323141","4","1",9,3.49,445.09
"5424","323141","4","1",13,4,445.09
"5425","323141","5","1",12,9.29,445.09
"5426","323151","1","1",3,23.94,1027.948
"5427","323151","1","1",4,8.45,1027.948
"5428","323151","1","1",7,48.92,1027.948
"5429","323151","1","1",10,20.04,1027.948
"5430","323151","1","1",12,0.75,1027.948
"5431","323151","2","1",3,72.26,1027.948
"5432","323151","2","1",4,4.9,1027.948
"5433","323151","2","1",6,136,1027.948
"5434","323151","2","1",8,2.8,1027.948
"5435","323151","2","1",9,60.42,1027.948
"5436","323151","2","1",10,23.81,1027.948
"5437","323151","2","1",11,13.65,1027.948
"5438","323151","2","1",12,48.66,1027.948
"5439","323151","2","1",13,12.6,1027.948
"5440","324012","1","1",3,4.98,234.455
